"Rank","player","Hall_Rating","Avg_BPM","Position","Minutes","Games","Seasons","Teams","player_id"
3066.5,"Jabari Brown",0,-3.51135833423498,"SG",568,19,1,1,"brownja01"
3066.5,"Jabari Parker",0,-2.3967895621872,"PF",902,32,2,1,"parkeja01"
3066.5,"Jack Cooley",0,-2.30437308254101,"PF",87,16,1,1,"cooleja01"
3066.5,"Jack Gillespie",0,-10.400059406586,"F",27,2,1,1,"gilleja01"
3066.5,"Jack Givens",0,-4.60477249897602,"SF",2718,169,2,1,"givenja01"
3066.5,"Jack Kiley",0,-16.4200584575308,"SG",506,54,2,1,"kileyja01"
3066.5,"Jack McCloskey",0,-10.8874098394211,"SG",16,1,1,1,"mccloja01"
3066.5,"Jack Parr",0,-5.30503215421969,"C",1037,66,1,1,"parrja01"
3066.5,"Jack Stephens",0,-2.99305702102144,"SG",2335,79,1,1,"stephja01"
3066.5,"Jack Thompson",0,-8.58357142965541,"G",4,2,1,1,"thompja01"
3066.5,"Jack Turner",0,-6.13868254204761,"SF",938,67,1,1,"turneja01"
3066.5,"Jack Turner",0,-4.77337713658146,"SG",567,42,1,1,"turneja02"
3066.5,"Jackie Moore",0,-1.73037635413066,"SF",855,120,2,1,"mooreja01"
3066.5,"Jackie Ridgle",0,-0.165700317050172,"SG",107,32,1,1,"ridglja01"
3066.5,"Jackie Robinson",0,-2.77272843147806,"SF",185,22,3,3,"robinja01"
3066.5,"Jackson Vroman",0,-4.28099315309392,"PF",1111,87,2,3,"vromaja01"
3066.5,"Jacky Dorsey",0,-3.95263852401286,"SF",450,61,3,4,"dorseja01"
3066.5,"Jahidi White",0,-5.83946149230666,"C",5913,334,7,3,"whiteja01"
3066.5,"Jahlil Okafor",0,-5.04682066191303,"C",467,14,1,1,"okafoja01"
3066.5,"JaJuan Johnson",0,-4.78351062663658,"PF",298,36,1,1,"johnsja02"
3066.5,"JaKarr Sampson",0,-4.49933813545569,"SF",1346,88,2,1,"sampsja02"
3066.5,"Jake Jones",0,-5.39364132382606,"SG",202,17,1,2,"jonesja01"
3066.5,"Jamaal Franklin",0,-12.5585088696558,"SG",178,26,2,2,"frankja01"
3066.5,"Jamal Robinson",0,-10.5196645221519,"SF",72,6,1,1,"robinja03"
3066.5,"Jamel Thomas",0,-9.48081446335785,"SF",102,12,2,3,"thomaja01"
3066.5,"James Blackwell",0,-1.55184005913544,"PG",80,13,1,2,"blackja01"
3066.5,"James Collins",0,-4.7651656442748,"SG",103,23,1,1,"collija01"
3066.5,"James Cotton",0,-10.6828968081138,"SG",92,19,2,1,"cottoja02"
3066.5,"James Ennis",0,-11.6643783193036,"F",1059,66,2,2,"ennisja01"
3066.5,"James Foster",0,-5.29069907801186,"PG",1223,98,2,2,"fosteja01"
3066.5,"James Hardy",0,-1.53524138969716,"PF",5379,249,4,2,"hardyja01"
3066.5,"James Lang",0,-3.30122624061269,"C",55,11,1,1,"langja01"
3066.5,"James Nunnally",0,-6.63195275553533,"SF",165,13,1,2,"nunnaja01"
3066.5,"James Phelan",0,-12.9697253251708,"G",33,4,1,1,"phelaja02"
3066.5,"James Scott",0,-11.0348626625854,"SF",32,8,1,1,"scottja01"
3066.5,"James Southerland",0,-27.6511292545006,"F",30,4,1,2,"southja01"
3066.5,"James Thomas",0,-2.79597952691075,"PF",267,33,2,4,"thomaja02"
3066.5,"James White",0,-5.74557995137412,"SF",604,76,3,3,"whiteja02"
3066.5,"James Wilkes",0,-6.78579465676478,"SF",1536,116,3,2,"wilkeja02"
3066.5,"James Young",0,-3.99173906523897,"SG",333,32,2,1,"youngja01"
3066.5,"Jamie Waller",0,-8.94115634644204,"SG",91,9,1,1,"walleja01"
3066.5,"Jamison Brewer",0,-4.77177606810842,"PG",474,56,4,2,"breweja01"
3066.5,"Jared Cunningham",0,-5.07604676001473,"SG",322,51,4,5,"cunnija01"
3066.5,"Jared Reiner",0,-8.41121539950982,"C",383,49,2,2,"reineja01"
3066.5,"Jarrett Durham",0,-4.33033128854961,"F",1,1,1,1,"durhaja01"
3066.5,"Jarvis Hayes",0,-2.83240176408007,"SF",10098,442,7,3,"hayesja01"
3066.5,"Jarvis Varnado",0,-4.12354365004215,"PF",397,37,2,4,"varnaja01"
3066.5,"Jason Collier",0,-4.09084239963612,"C",2178,151,5,2,"collija02"
3066.5,"Jason Miskiri",0,-18.2836039258141,"PG",3,1,1,1,"miskija01"
3066.5,"Jason Sasser",0,-4.85019802645379,"SF",108,14,2,3,"sasseja01"
3066.5,"Jasper Wilson",0,-4.38397958599879,"SF",907,80,2,1,"wilsoja01"
3066.5,"Javaris Crittenton",0,-4.47639913257202,"SG",1853,113,2,3,"crittja01"
3066.5,"Jawad Williams",0,-10.3070106715193,"PG",1157,93,3,1,"willija04"
3066.5,"Jawann Oldham",0,-5.77078791273866,"C",5336,334,10,8,"oldhaja01"
3066.5,"Jay Arnette",0,-11.465720980077,"PG",1258,123,3,1,"arnetja01"
3066.5,"Jay Carty",0,-8.97417596945148,"PF",202,31,1,1,"cartyja01"
3066.5,"Jay Edwards",0,-4.4050335506525,"SG",26,4,1,1,"edwarja02"
3066.5,"Jay Guidinger",0,-6.98990226495579,"C",361,68,2,1,"guidija01"
3066.5,"Jay Murphy",0,-8.96487428487634,"PF",436,67,4,2,"murphja01"
3066.5,"Jay Taylor",0,-6.01264817073214,"SG",114,17,1,1,"tayloja01"
3066.5,"Jay Williams",0,-2.99933813545569,"PG",1961,75,1,1,"willija03"
3066.5,"Jeff Cross",0,-8.23417109474807,"PF",128,21,1,1,"crossje01"
3066.5,"Jeff Foote",0,-10.0924150832134,"C",39,4,1,1,"footeje01"
3066.5,"Jeff Halliburton",0,-8.71241682234867,"SG",1077,93,2,2,"hallije01"
3066.5,"Jeff Lebo",0,-2.25248497738402,"SG",32,4,1,1,"leboje01"
3066.5,"Jeff Martin",0,-3.41452072602622,"PG",2685,143,2,1,"martije01"
3066.5,"Jeff Nordgaard",0,-4.78983541021906,"PF",48,13,1,1,"nordgje01"
3066.5,"Jeff Slade",0,-7.03291096154392,"F",20,3,1,1,"sladeje01"
3066.5,"Jeff Taylor",0,-3.81041428165649,"SG",818,56,2,2,"tayloje01"
3066.5,"Jeff Turner",0,-3.84054512188636,"PF",11462,636,10,2,"turneje01"
3066.5,"Jeff Webster",0,-5.90695275553533,"SF",58,11,1,1,"webstje01"
3066.5,"Jeff Wilkins",0,-3.87169897799246,"C",10482,478,6,2,"wilkije01"
3066.5,"Jeffery Taylor",0,-4.06030938692554,"SF",2566,132,3,2,"tayloje03"
3066.5,"Jeffrey Sheppard",0,-2.60033582055054,"SG",197,22,1,1,"sheppje01"
3066.5,"Jerald Honeycutt",0,-8.55509924156796,"PF",644,60,2,2,"honeyje01"
3066.5,"Jerami Grant",0,-2.55344457982543,"SF",1757,79,2,1,"grantje01"
3066.5,"Jerel McNeal",0,-9.89307555132486,"PG",36,6,1,1,"mcneaje01"
3066.5,"Jeremy Pargo",0,-6.48669893486601,"PG",1079,83,2,3,"pargoje01"
3066.5,"Jeremy Tyler",0,-6.73873401554414,"C",1034,104,3,3,"tylerje01"
3066.5,"Jerian Grant",0,-2.23602810017924,"PG",273,14,1,1,"grantje02"
3066.5,"Jermaine Jackson",0,-8.97487196519467,"SG",1360,141,5,5,"jacksje01"
3066.5,"Jermaine Taylor",0,-4.53436015105941,"SG",786,65,2,2,"tayloje02"
3066.5,"Jermareo Davidson",0,-6.17655647466843,"SF",433,52,2,2,"davidje01"
3066.5,"Jerome Allen",0,-4.8179136404299,"SG",1305,117,2,3,"allenje01"
3066.5,"Jerome Anderson",0,-3.68270722379993,"SG",295,53,2,2,"anderje01"
3066.5,"Jerome Beasley",0,-16.1342021944739,"PF",5,2,1,1,"beaslje01"
3066.5,"Jerome Dyson",0,-3.31642438104613,"PG",180,9,1,1,"dysonje01"
3066.5,"Jerome Harmon",0,-3.99301335187321,"SG",158,10,1,1,"harmoje01"
3066.5,"Jerome Henderson",0,-6.02445286875935,"PF",40,8,2,2,"hendeje01"
3066.5,"Jerrelle Benimon",0,-20.55512684983,"PF",3,2,1,1,"benimje01"
3066.5,"Jerry Baskerville",0,-5.11327753911781,"SF",105,21,1,1,"baskeje01"
3066.5,"Jerry Bird",0,-6.58986511351207,"F",45,11,1,1,"birdje01"
3066.5,"Jerry Dover",0,-5.70377341744836,"PG",13,4,1,1,"doverje01"
3066.5,"Jerry Eaves",0,-6.19835259904517,"PG",2817,179,4,3,"eavesje01"
3066.5,"Jerry Fowler",0,-9.11522644729364,"C",41,6,1,1,"fowleje01"
3066.5,"Jerry McKee",0,-22.0078606250206,"G",3,1,1,1,"mckeeje01"
3066.5,"Jerry Paulson",0,-3.97589461012412,"G",68,6,1,1,"paulsje01"
3066.5,"Jerry Pender",0,-8.55635448687549,"SG",68,11,1,1,"pendeje01"
3066.5,"Jerry Pettway",0,-6.39245409707653,"SG",1898,90,2,1,"pettwje01"
3066.5,"Jerry Rook",0,-1.0074874283107,"F",155,28,1,1,"rookje01"
3066.5,"Jerry Smith",0,-3.34745003029869,"PG",46,5,1,1,"smithje01"
3066.5,"Jeryl Sasser",0,-4.65381056889208,"SG",1086,88,2,1,"sasseje01"
3066.5,"Jesse Arnelle",0,-4.72907255177828,"PF",409,31,1,1,"arnelje01"
3066.5,"Jesse Dark",0,-6.74180824761823,"SG",412,49,1,1,"darkje01"
3066.5,"Jim Ard",0,-4.49338446638483,"C",6105,471,8,4,"ardji01"
3066.5,"Jim Brasco",0,-6.63416969831525,"G",248,20,1,2,"brascji01"
3066.5,"Jim Brogan",0,-2.55344457982543,"SG",1493,121,2,1,"brogaji01"
3066.5,"Jim Burns",0,-9.89055668134938,"SG",403,36,1,2,"burnsji01"
3066.5,"Jim Caldwell",0,-3.76371539875419,"C",3323,149,2,3,"caldwji01"
3066.5,"Jim Creighton",0,-8.68797840478789,"SF",172,32,1,1,"creigji01"
3066.5,"Jim Farmer",0,-10.7581198411257,"SG",1468,141,5,5,"farmeji01"
3066.5,"Jim Fritsche",0,-14.8157496919702,"PF",1372,84,2,3,"fritsji01"
3066.5,"Jim Garvin",0,-16.060791165301,"PF",11,6,1,1,"garviji01"
3066.5,"Jim Grandholm",0,-0.0676520180916385,"PF",168,26,1,1,"grandji01"
3066.5,"Jim Hadnot",0,-0.298614071459729,"C",3004,77,1,1,"hadnoji01"
3066.5,"Jim Hayes",0,-2.15940663319352,"SG",494,47,1,1,"hayesji01"
3066.5,"Jim Jarvis",0,-3.06358225994252,"PG",1940,140,2,3,"jarviji01"
3066.5,"Jim Johnstone",0,-6.42340963274011,"C",191,23,1,2,"johnsji01"
3066.5,"Jim Kissane",0,-3.84298085571457,"F",15,2,1,1,"kissaji01"
3066.5,"Jim Lampley",0,-8.45884086069232,"C",16,1,1,1,"lamplji01"
3066.5,"Jim Luisi",0,-4.59615879736872,"PG",367,31,1,1,"luisiji01"
3066.5,"Jim Marsh",0,-6.27973301988977,"SF",375,39,1,1,"marshji01"
3066.5,"Jim McElroy",0,-2.93147384702474,"PG",10210,423,7,3,"mcelrji01"
3066.5,"Jim Mooney",0,-3.84298085571457,"SF",529,18,1,1,"mooneji01"
3066.5,"Jim Owens",0,-2.68412444515933,"SF",533,58,2,1,"owensji01"
3066.5,"Jim Palmer",0,-2.13725434079193,"C",3794,196,3,2,"palmeji01"
3066.5,"Jim Paxson",0,-6.68141370588663,"SF",3153,145,2,2,"paxsoji01"
3066.5,"Jim Ray",0,-10.2671456521765,"G",64,8,2,1,"rayji01"
3066.5,"Jim Reid",0,-1.22901035232662,"F",52,6,1,1,"reidji01"
3066.5,"Jim Rowinski",0,-3.23746552668663,"PF",127,23,2,3,"rowinji01"
3066.5,"Jim Slaughter",0,-5.12781381500695,"C",525,28,1,1,"slaugji01"
3066.5,"Jim Smith",0,-2.72240338070995,"PF",876,76,2,2,"smithji01"
3066.5,"Jim Thomas",0,-5.73226743972816,"SG",3361,161,4,3,"thomaji01"
3066.5,"Jim Tucker",0,-2.98582344874733,"PF",1432,114,3,1,"tuckeji01"
3066.5,"Jim Walsh",0,-9.38105395611275,"F",72,10,1,1,"walshji01"
3066.5,"Jim Wilson",0,-7.34304305516622,"G",44,6,1,1,"wilsoji01"
3066.5,"Jim Zoet",0,-8.71711594888345,"C",30,7,1,1,"zoetji01"
3066.5,"Jimmer Fredette",0,-5.27002190162406,"SG",3143,233,5,3,"fredeji01"
3066.5,"Jimmie Baker",0,-12.5488020662475,"PF",40,5,1,1,"bakerji01"
3066.5,"Jimmy Carruth",0,-3.7986776673442,"PF",21,4,1,1,"carruji01"
3066.5,"Jimmy Conner",0,-2.41831248620313,"SG",240,24,1,1,"conneji01"
3066.5,"Jimmy Darrow",0,-9.64688146493186,"G",34,5,1,1,"darroji01"
3066.5,"Jimmy Dawson",0,-6.58986511351207,"PG",288,21,1,1,"dawsoji01"
3066.5,"Jimmy King",0,-3.41009959746365,"SG",890,64,2,2,"kingji02"
3066.5,"Jimmy Rayl",0,-2.56749160906818,"PG",2878,104,2,1,"raylji01"
3066.5,"Jo Jo English",0,-5.28260116524771,"SG",635,57,3,1,"englijo01"
3066.5,"Joao Vianna",0,-13.3822829895911,"SF",9,1,1,1,"viannjo01"
3066.5,"Joby Wright",0,-7.1110510758654,"PF",1267,103,3,4,"wrighjo01"
3066.5,"Joe Alexander",0,-3.42781521143976,"SF",745,67,2,2,"alexajo01"
3066.5,"Joe Arlauckas",0,-6.58923714155922,"SF",85,9,1,1,"arlaujo01"
3066.5,"Joe Binion",0,-2.20437308254101,"PF",51,11,1,1,"biniojo01"
3066.5,"Joe Buckhalter",0,-8.12033290440076,"PF",800,69,2,1,"buckhjo01"
3066.5,"Joe Cooke",0,-5.79238258705473,"SG",725,73,1,1,"cookejo01"
